,Date,Country Name,Indicator Code,continent,pop,CO2 emissions (metric tons per capita),Completeness of birth registration (%),"Fertility rate, total (births per woman)",Forest area (% of land area),GDP per capita (current US$),"Literacy rate, adult female (% of females ages 15 and above)","Maternal mortality ratio (modeled estimate, per 100,000 live births)","Mortality rate, infant (per 1,000 live births)","Population, total",Prevalence of undernourishment (% of population),Total greenhouse gas emissions (kt of CO2 equivalent),"Unemployment, female (% of female labor force) (modeled ILO estimate)"
0,1962,Afghanistan,NY.GDP.PCAP.CD,Asia,10267083,,,,,58.4580086983139,,,,,,,
1,1962,Afghanistan,SP.DYN.IMRT.IN,Asia,10267083,,,,,,,,233.2,,,,
2,1962,Afghanistan,SP.DYN.TFRT.IN,Asia,10267083,,,7.45,,,,,,,,,
3,1962,Afghanistan,SP.POP.TOTL,Asia,10267083,,,,,,,,,9351442.0,,,
4,1962,Albania,SP.DYN.TFRT.IN,Europe,1728137,,,6.282,,,,,,,,,
5,1962,Albania,SP.POP.TOTL,Europe,1728137,,,,,,,,,1711319.0,,,
6,1962,Algeria,NY.GDP.PCAP.CD,Africa,11000948,,,,,172.242508957181,,,,,,,
7,1962,Algeria,SP.DYN.IMRT.IN,Africa,11000948,,,,,,,,146.0,,,,
8,1962,Algeria,SP.DYN.TFRT.IN,Africa,11000948,,,7.614,,,,,,,,,
9,1962,Algeria,SP.POP.TOTL,Africa,11000948,,,,,,,,,11619828.0,,,
10,1962,Angola,SP.DYN.TFRT.IN,Africa,4826015,,,6.872,,,,,,,,,
11,1962,Angola,SP.POP.TOTL,Africa,4826015,,,,,,,,,5608499.0,,,
12,1962,Argentina,NY.GDP.PCAP.CD,Americas,21283783,,,,,1155.89071668715,,,,,,,
13,1962,Argentina,SP.DYN.TFRT.IN,Americas,21283783,,,3.09,,,,,,,,,
14,1962,Argentina,SP.POP.TOTL,Americas,21283783,,,,,,,,,21153042.0,,,
15,1962,Australia,NY.GDP.PCAP.CD,Oceania,10794968,,,,,1854.65683385421,,,,,,,
16,1962,Australia,SP.DYN.IMRT.IN,Oceania,10794968,,,,,,,,19.5,,,,
17,1962,Australia,SP.DYN.TFRT.IN,Oceania,10794968,,,3.442,,,,,,,,,
18,1962,Australia,SP.POP.TOTL,Oceania,10794968,,,,,,,,,10742000.0,,,
19,1962,Austria,NY.GDP.PCAP.CD,Europe,7129864,,,,,1087.8342434189,,,,,,,
20,1962,Austria,SP.DYN.IMRT.IN,Europe,7129864,,,,,,,,32.9,,,,
21,1962,Austria,SP.DYN.TFRT.IN,Europe,7129864,,,2.8,,,,,,,,,
22,1962,Austria,SP.POP.TOTL,Europe,7129864,,,,,,,,,7129864.0,,,
23,1962,Bahrain,SP.DYN.IMRT.IN,Asia,171863,,,,,,,,113.1,,,,
24,1962,Bahrain,SP.DYN.TFRT.IN,Asia,171863,,,7.163,,,,,,,,,
25,1962,Bahrain,SP.POP.TOTL,Asia,171863,,,,,,,,,173140.0,,,
26,1962,Bangladesh,NY.GDP.PCAP.CD,Asia,56839289,,,,,100.122129600152,,,,,,,
27,1962,Bangladesh,SP.DYN.IMRT.IN,Asia,56839289,,,,,,,,167.0,,,,
28,1962,Bangladesh,SP.DYN.TFRT.IN,Asia,56839289,,,6.794,,,,,,,,,
29,1962,Bangladesh,SP.POP.TOTL,Asia,56839289,,,,,,,,,50752150.0,,,
30,1962,Belgium,NY.GDP.PCAP.CD,Europe,9218400,,,,,1438.5232330684,,,,,,,
31,1962,Belgium,SP.DYN.IMRT.IN,Europe,9218400,,,,,,,,27.0,,,,
32,1962,Belgium,SP.DYN.TFRT.IN,Europe,9218400,,,2.59,,,,,,,,,
33,1962,Belgium,SP.POP.TOTL,Europe,9218400,,,,,,,,,9220578.0,,,
34,1962,Benin,NY.GDP.PCAP.CD,Africa,2151895,,,,,94.4644972423036,,,,,,,
35,1962,Benin,SP.DYN.IMRT.IN,Africa,2151895,,,,,,,,178.1,,,,
36,1962,Benin,SP.DYN.TFRT.IN,Africa,2151895,,,6.394,,,,,,,,,
37,1962,Benin,SP.POP.TOTL,Africa,2151895,,,,,,,,,2502897.0,,,
38,1962,Bolivia,NY.GDP.PCAP.CD,Americas,3593918,,,,,116.924968208513,,,,,,,
39,1962,Bolivia,SP.DYN.IMRT.IN,Americas,3593918,,,,,,,,169.0,,,,
40,1962,Bolivia,SP.DYN.TFRT.IN,Americas,3593918,,,6.309,,,,,,,,,
41,1962,Bolivia,SP.POP.TOTL,Americas,3593918,,,,,,,,,3802996.0,,,
42,1962,Bosnia and Herzegovina,SP.DYN.TFRT.IN,Europe,3349000,,,3.676,,,,,,,,,
43,1962,Bosnia and Herzegovina,SP.POP.TOTL,Europe,3349000,,,,,,,,,3353228.0,,,
44,1962,Botswana,NY.GDP.PCAP.CD,Africa,512764,,,,,68.0503489586687,,,,,,,
45,1962,Botswana,SP.DYN.IMRT.IN,Africa,512764,,,,,,,,108.5,,,,
46,1962,Botswana,SP.DYN.TFRT.IN,Africa,512764,,,6.649,,,,,,,,,
47,1962,Botswana,SP.POP.TOTL,Africa,512764,,,,,,,,,523777.0,,,
48,1962,Brazil,NY.GDP.PCAP.CD,Americas,76039390,,,,,251.348317405138,,,,,,,
49,1962,Brazil,SP.DYN.IMRT.IN,Americas,76039390,,,,,,,,121.5,,,,
50,1962,Brazil,SP.DYN.TFRT.IN,Americas,76039390,,,5.981,,,,,,,,,
51,1962,Brazil,SP.POP.TOTL,Americas,76039390,,,,,,,,,76514329.0,,,
52,1962,Bulgaria,SP.DYN.IMRT.IN,Europe,8012946,,,,,,,,36.2,,,,
53,1962,Bulgaria,SP.DYN.TFRT.IN,Europe,8012946,,,2.24,,,,,,,,,
54,1962,Bulgaria,SP.POP.TOTL,Europe,8012946,,,,,,,,,8012946.0,,,
55,1962,Burkina Faso,NY.GDP.PCAP.CD,Africa,4919632,,,,,76.520549314543,,,,,,,
56,1962,Burkina Faso,SP.DYN.IMRT.IN,Africa,4919632,,,,,,,,153.7,,,,
57,1962,Burkina Faso,SP.DYN.TFRT.IN,Africa,4919632,,,6.344,,,,,,,,,
58,1962,Burkina Faso,SP.POP.TOTL,Africa,4919632,,,,,,,,,4960328.0,,,
59,1962,Burundi,NY.GDP.PCAP.CD,Africa,2961915,,,,,73.4353308201368,,,,,,,
60,1962,Burundi,SP.DYN.TFRT.IN,Africa,2961915,,,7.028,,,,,,,,,
61,1962,Burundi,SP.POP.TOTL,Africa,2961915,,,,,,,,,2907320.0,,,
62,1962,Cambodia,NY.GDP.PCAP.CD,Asia,6083619,,,,,109.481170163168,,,,,,,
63,1962,Cambodia,SP.DYN.TFRT.IN,Asia,6083619,,,6.955,,,,,,,,,
64,1962,Cambodia,SP.POP.TOTL,Asia,6083619,,,,,,,,,6028434.0,,,
65,1962,Cameroon,NY.GDP.PCAP.CD,Africa,5793633,,,,,128.594637171558,,,,,,,
66,1962,Cameroon,SP.DYN.IMRT.IN,Africa,5793633,,,,,,,,158.1,,,,
67,1962,Cameroon,SP.DYN.TFRT.IN,Africa,5793633,,,5.766,,,,,,,,,
68,1962,Cameroon,SP.POP.TOTL,Africa,5793633,,,,,,,,,5398730.0,,,
69,1962,Canada,NY.GDP.PCAP.CD,Americas,18985849,,,,,2268.58534607907,,,,,,,
70,1962,Canada,SP.DYN.IMRT.IN,Americas,18985849,,,,,,,,26.0,,,,
71,1962,Canada,SP.DYN.TFRT.IN,Americas,18985849,,,3.681,,,,,,,,,
72,1962,Canada,SP.POP.TOTL,Americas,18985849,,,,,,,,,18614000.0,,,
73,1962,Central African Republic,NY.GDP.PCAP.CD,Africa,1523478,,,,,80.2127116671332,,,,,,,
74,1962,Central African Republic,SP.DYN.IMRT.IN,Africa,1523478,,,,,,,,158.9,,,,
75,1962,Central African Republic,SP.DYN.TFRT.IN,Africa,1523478,,,5.891,,,,,,,,,
76,1962,Central African Republic,SP.POP.TOTL,Africa,1523478,,,,,,,,,1551908.0,,,
77,1962,Chad,NY.GDP.PCAP.CD,Africa,3150417,,,,,114.581806595169,,,,,,,
78,1962,Chad,SP.DYN.TFRT.IN,Africa,3150417,,,6.285,,,,,,,,,
79,1962,Chad,SP.POP.TOTL,Africa,3150417,,,,,,,,,3121226.0,,,
80,1962,Chile,NY.GDP.PCAP.CD,Americas,7961258,,,,,638.945359978238,,,,,,,
81,1962,Chile,SP.DYN.IMRT.IN,Americas,7961258,,,,,,,,118.5,,,,
82,1962,Chile,SP.DYN.TFRT.IN,Americas,7961258,,,4.602,,,,,,,,,
83,1962,Chile,SP.POP.TOTL,Americas,7961258,,,,,,,,,8476895.0,,,
84,1962,China,NY.GDP.PCAP.CD,Asia,665770000,,,,,70.9094116671007,,,,,,,
85,1962,China,SP.DYN.TFRT.IN,Asia,665770000,,,6.062,,,,,,,,,
86,1962,China,SP.POP.TOTL,Asia,665770000,,,,,,,,,665770000.0,,,
87,1962,Colombia,NY.GDP.PCAP.CD,Americas,17009885,,,,,289.917945751026,,,,,,,
88,1962,Colombia,SP.DYN.IMRT.IN,Americas,17009885,,,,,,,,88.5,,,,
89,1962,Colombia,SP.DYN.TFRT.IN,Americas,17009885,,,6.663,,,,,,,,,
90,1962,Colombia,SP.POP.TOTL,Americas,17009885,,,,,,,,,17092919.0,,,
91,1962,Comoros,SP.DYN.TFRT.IN,Africa,191689,,,6.897,,,,,,,,,
92,1962,Comoros,SP.POP.TOTL,Africa,191689,,,,,,,,,197202.0,,,
93,1962,"Congo, Dem. Rep.",NY.GDP.PCAP.CD,Africa,17486434,,,,,235.63352441259,,,,,,,
94,1962,"Congo, Dem. Rep.",SP.DYN.TFRT.IN,Africa,17486434,,,6.03,,,,,,,,,
95,1962,"Congo, Dem. Rep.",SP.POP.TOTL,Africa,17486434,,,,,,,,,16041187.0,,,
96,1962,"Congo, Rep.",NY.GDP.PCAP.CD,Africa,1047924,,,,,155.738527194446,,,,,,,
97,1962,"Congo, Rep.",SP.DYN.IMRT.IN,Africa,1047924,,,,,,,,107.8,,,,
98,1962,"Congo, Rep.",SP.DYN.TFRT.IN,Africa,1047924,,,5.966,,,,,,,,,
99,1962,"Congo, Rep.",SP.POP.TOTL,Africa,1047924,,,,,,,,,1069236.0,,,
100,1962,Costa Rica,NY.GDP.PCAP.CD,Americas,1345187,,,,,334.309248673039,,,,,,,
101,1962,Costa Rica,SP.DYN.IMRT.IN,Americas,1345187,,,,,,,,65.1,,,,
102,1962,Costa Rica,SP.DYN.TFRT.IN,Americas,1345187,,,6.543,,,,,,,,,
103,1962,Costa Rica,SP.POP.TOTL,Americas,1345187,,,,,,,,,1433346.0,,,
104,1962,Cote d'Ivoire,NY.GDP.PCAP.CD,Africa,3832408,,,,,171.128639637282,,,,,,,
105,1962,Cote d'Ivoire,SP.DYN.IMRT.IN,Africa,3832408,,,,,,,,202.1,,,,
106,1962,Cote d'Ivoire,SP.DYN.TFRT.IN,Africa,3832408,,,7.75,,,,,,,,,
107,1962,Cote d'Ivoire,SP.POP.TOTL,Africa,3832408,,,,,,,,,3770756.0,,,
108,1962,Croatia,SP.DYN.TFRT.IN,Europe,4076557,,,2.218,,,,,,,,,
109,1962,Croatia,SP.POP.TOTL,Europe,4076557,,,,,,,,,4196712.0,,,
110,1962,Cuba,SP.DYN.IMRT.IN,Americas,7254373,,,,,,,,39.8,,,,
111,1962,Cuba,SP.DYN.TFRT.IN,Americas,7254373,,,4.502,,,,,,,,,
112,1962,Cuba,SP.POP.TOTL,Americas,7254373,,,,,,,,,7453535.0,,,
113,1962,Czech Republic,SP.DYN.TFRT.IN,Europe,9620282,,,2.12,,,,,,,,,
114,1962,Czech Republic,SP.POP.TOTL,Europe,9620282,,,,,,,,,9624660.0,,,
115,1962,Denmark,SP.DYN.IMRT.IN,Europe,4646899,,,,,,,,20.2,,,,
116,1962,Denmark,SP.DYN.TFRT.IN,Europe,4646899,,,2.55,,,,,,,,,
117,1962,Denmark,SP.POP.TOTL,Europe,4646899,,,,,,,,,4647727.0,,,
118,1962,Djibouti,SP.DYN.TFRT.IN,Africa,89898,,,6.527,,,,,,,,,
119,1962,Djibouti,SP.POP.TOTL,Africa,89898,,,,,,,,,94203.0,,,
120,1962,Dominican Republic,NY.GDP.PCAP.CD,Americas,3453434,,,,,234.051629386729,,,,,,,
121,1962,Dominican Republic,SP.DYN.IMRT.IN,Americas,3453434,,,,,,,,100.3,,,,
122,1962,Dominican Republic,SP.DYN.TFRT.IN,Americas,3453434,,,7.404,,,,,,,,,
123,1962,Dominican Republic,SP.POP.TOTL,Americas,3453434,,,,,,,,,3521018.0,,,
124,1962,Ecuador,NY.GDP.PCAP.CD,Americas,4681707,,,,,315.688704019778,,,,,,,
125,1962,Ecuador,SP.DYN.IMRT.IN,Americas,4681707,,,,,,,,112.7,,,,
126,1962,Ecuador,SP.DYN.TFRT.IN,Americas,4681707,,,6.676,,,,,,,,,
127,1962,Ecuador,SP.POP.TOTL,Americas,4681707,,,,,,,,,4809194.0,,,
128,1962,"Egypt, Arab Rep.",SP.DYN.IMRT.IN,Africa,28173309,,,,,,,,199.4,,,,
129,1962,"Egypt, Arab Rep.",SP.DYN.TFRT.IN,Africa,28173309,,,6.673,,,,,,,,,
130,1962,"Egypt, Arab Rep.",SP.POP.TOTL,Africa,28173309,,,,,,,,,28112258.0,,,
131,1962,El Salvador,SP.DYN.IMRT.IN,Americas,2747687,,,,,,,,120.2,,,,
132,1962,El Salvador,SP.DYN.TFRT.IN,Americas,2747687,,,6.67,,,,,,,,,
133,1962,El Salvador,SP.POP.TOTL,Americas,2747687,,,,,,,,,2931187.0,,,
134,1962,Equatorial Guinea,NY.GDP.PCAP.CD,Africa,249220,,,,,34.7905813582671,,,,,,,
135,1962,Equatorial Guinea,SP.DYN.TFRT.IN,Africa,249220,,,5.673,,,,,,,,,
136,1962,Equatorial Guinea,SP.POP.TOTL,Africa,249220,,,,,,,,,262219.0,,,
137,1962,Eritrea,SP.DYN.TFRT.IN,Africa,1666618,,,6.837,,,,,,,,,
138,1962,Eritrea,SP.POP.TOTL,Africa,1666618,,,,,,,,,1060489.0,,,
139,1962,Eswatini,NY.GDP.PCAP.CD,Africa,370006,,,,,131.162089528268,,,,,,,
140,1962,Eswatini,SP.DYN.IMRT.IN,Africa,370006,,,,,,,,135.8,,,,
141,1962,Eswatini,SP.DYN.TFRT.IN,Africa,370006,,,6.794,,,,,,,,,
142,1962,Eswatini,SP.POP.TOTL,Africa,370006,,,,,,,,,350155.0,,,
143,1962,Ethiopia,SP.DYN.TFRT.IN,Africa,25145372,,,6.875,,,,,,,,,
144,1962,Ethiopia,SP.POP.TOTL,Africa,25145372,,,,,,,,,23221385.0,,,
145,1962,Finland,NY.GDP.PCAP.CD,Europe,4491443,,,,,1411.70239818044,,,,,,,
146,1962,Finland,SP.DYN.IMRT.IN,Europe,4491443,,,,,,,,19.4,,,,
147,1962,Finland,SP.DYN.TFRT.IN,Europe,4491443,,,2.68,,,,,,,,,
148,1962,Finland,SP.POP.TOTL,Europe,4491443,,,,,,,,,4491443.0,,,
149,1962,France,NY.GDP.PCAP.CD,Europe,47124000,,,,,1578.28453778015,,,,,,,
150,1962,France,SP.DYN.IMRT.IN,Europe,47124000,,,,,,,,21.4,,,,
151,1962,France,SP.DYN.TFRT.IN,Europe,47124000,,,2.89,,,,,,,,,
152,1962,France,SP.POP.TOTL,Europe,47124000,,,,,,,,,47904879.0,,,
153,1962,Gabon,NY.GDP.PCAP.CD,Africa,455661,,,,,357.523761693196,,,,,,,
154,1962,Gabon,SP.DYN.TFRT.IN,Africa,455661,,,4.541,,,,,,,,,
155,1962,Gabon,SP.POP.TOTL,Africa,455661,,,,,,,,,511285.0,,,
156,1962,"Gambia, The",SP.DYN.IMRT.IN,Africa,374020,,,,,,,,147.3,,,,
157,1962,"Gambia, The",SP.DYN.TFRT.IN,Africa,374020,,,6.213,,,,,,,,,
158,1962,"Gambia, The",SP.POP.TOTL,Africa,374020,,,,,,,,,379886.0,,,
159,1962,Germany,SP.DYN.TFRT.IN,Europe,73739117,,,2.44,,,,,,,,,
160,1962,Germany,SP.POP.TOTL,Europe,73739117,,,,,,,,,74025784.0,,,
161,1962,Ghana,NY.GDP.PCAP.CD,Africa,7355248,,,,,195.469398633488,,,,,,,
162,1962,Ghana,SP.DYN.IMRT.IN,Africa,7355248,,,,,,,,121.6,,,,
163,1962,Ghana,SP.DYN.TFRT.IN,Africa,7355248,,,6.827,,,,,,,,,
164,1962,Ghana,SP.POP.TOTL,Africa,7355248,,,,,,,,,7071966.0,,,
165,1962,Greece,NY.GDP.PCAP.CD,Europe,8448233,,,,,617.057757690519,,,,,,,
166,1962,Greece,SP.DYN.IMRT.IN,Europe,8448233,,,,,,,,37.9,,,,
167,1962,Greece,SP.DYN.TFRT.IN,Europe,8448233,,,2.16,,,,,,,,,
168,1962,Greece,SP.POP.TOTL,Europe,8448233,,,,,,,,,8448233.0,,,
169,1962,Guatemala,NY.GDP.PCAP.CD,Americas,4208858,,,,,261.179133806117,,,,,,,
170,1962,Guatemala,SP.DYN.IMRT.IN,Americas,4208858,,,,,,,,141.2,,,,
171,1962,Guatemala,SP.DYN.TFRT.IN,Americas,4208858,,,6.824,,,,,,,,,
172,1962,Guatemala,SP.POP.TOTL,Americas,4208858,,,,,,,,,4378604.0,,,
173,1962,Guinea,SP.DYN.IMRT.IN,Africa,3140003,,,,,,,,205.4,,,,
174,1962,Guinea,SP.DYN.TFRT.IN,Africa,3140003,,,6.14,,,,,,,,,
175,1962,Guinea,SP.POP.TOTL,Africa,3140003,,,,,,,,,3611428.0,,,
176,1962,Guinea-Bissau,SP.DYN.TFRT.IN,Africa,627820,,,5.941,,,,,,,,,
177,1962,Guinea-Bissau,SP.POP.TOTL,Africa,627820,,,,,,,,,628877.0,,,
178,1962,Haiti,NY.GDP.PCAP.CD,Americas,3880130,,,,,70.1380458806057,,,,,,,
179,1962,Haiti,SP.DYN.IMRT.IN,Americas,3880130,,,,,,,,187.6,,,,
180,1962,Haiti,SP.DYN.TFRT.IN,Americas,3880130,,,6.302,,,,,,,,,
181,1962,Haiti,SP.POP.TOTL,Americas,3880130,,,,,,,,,4019171.0,,,
182,1962,Honduras,NY.GDP.PCAP.CD,Americas,2090162,,,,,179.876306335728,,,,,,,
183,1962,Honduras,SP.DYN.IMRT.IN,Americas,2090162,,,,,,,,131.3,,,,
184,1962,Honduras,SP.DYN.TFRT.IN,Americas,2090162,,,7.443,,,,,,,,,
185,1962,Honduras,SP.POP.TOTL,Americas,2090162,,,,,,,,,2155648.0,,,
186,1962,"Hong Kong SAR, China",NY.GDP.PCAP.CD,Asia,3305200,,,,,487.821134050813,,,,,,,
187,1962,"Hong Kong SAR, China",SP.DYN.TFRT.IN,Asia,3305200,,,4.98,,,,,,,,,
188,1962,"Hong Kong SAR, China",SP.POP.TOTL,Asia,3305200,,,,,,,,,3305200.0,,,
189,1962,Hungary,SP.DYN.IMRT.IN,Europe,10063000,,,,,,,,43.7,,,,
190,1962,Hungary,SP.DYN.TFRT.IN,Europe,10063000,,,1.79,,,,,,,,,
191,1962,Hungary,SP.POP.TOTL,Europe,10063000,,,,,,,,,10061734.0,,,
192,1962,Iceland,NY.GDP.PCAP.CD,Europe,182053,,,,,1562.23073045837,,,,,,,
193,1962,Iceland,SP.DYN.IMRT.IN,Europe,182053,,,,,,,,16.7,,,,
194,1962,Iceland,SP.DYN.TFRT.IN,Europe,182053,,,3.98,,,,,,,,,
195,1962,Iceland,SP.POP.TOTL,Europe,182053,,,,,,,,,182378.0,,,
196,1962,India,NY.GDP.PCAP.CD,Asia,454000000,,,,,89.8817564934251,,,,,,,
197,1962,India,SP.DYN.IMRT.IN,Asia,454000000,,,,,,,,157.3,,,,
198,1962,India,SP.DYN.TFRT.IN,Asia,454000000,,,5.894,,,,,,,,,
199,1962,India,SP.POP.TOTL,Asia,454000000,,,,,,,,,469077191.0,,,
200,1962,Indonesia,SP.DYN.IMRT.IN,Asia,99028000,,,,,,,,142.0,,,,
201,1962,Indonesia,SP.DYN.TFRT.IN,Asia,99028000,,,5.645,,,,,,,,,
202,1962,Indonesia,SP.POP.TOTL,Asia,99028000,,,,,,,,,92518373.0,,,
203,1962,"Iran, Islamic Rep.",NY.GDP.PCAP.CD,Asia,22874000,,,,,203.437369612771,,,,,,,
204,1962,"Iran, Islamic Rep.",SP.DYN.TFRT.IN,Asia,22874000,,,6.914,,,,,,,,,
205,1962,"Iran, Islamic Rep.",SP.POP.TOTL,Asia,22874000,,,,,,,,,23071309.0,,,
206,1962,Iraq,NY.GDP.PCAP.CD,Asia,7240260,,,,,254.701533222261,,,,,,,
207,1962,Iraq,SP.DYN.IMRT.IN,Asia,7240260,,,,,,,,116.0,,,,
208,1962,Iraq,SP.DYN.TFRT.IN,Asia,7240260,,,6.514,,,,,,,,,
209,1962,Iraq,SP.POP.TOTL,Asia,7240260,,,,,,,,,7674217.0,,,
210,1962,Ireland,NY.GDP.PCAP.CD,Europe,2830000,,,,,797.006288353959,,,,,,,
211,1962,Ireland,SP.DYN.IMRT.IN,Europe,2830000,,,,,,,,28.1,,,,
212,1962,Ireland,SP.DYN.TFRT.IN,Europe,2830000,,,3.92,,,,,,,,,
213,1962,Ireland,SP.POP.TOTL,Europe,2830000,,,,,,,,,2836050.0,,,
214,1962,Israel,NY.GDP.PCAP.CD,Asia,2310904,,,,,1094.63584823375,,,,,,,
215,1962,Israel,SP.DYN.IMRT.IN,Asia,2310904,,,,,,,,31.0,,,,
216,1962,Israel,SP.DYN.TFRT.IN,Asia,2310904,,,3.85,,,,,,,,,
217,1962,Israel,SP.POP.TOTL,Asia,2310904,,,,,,,,,2293000.0,,,
218,1962,Italy,NY.GDP.PCAP.CD,Europe,50843200,,,,,990.26015216342,,,,,,,
219,1962,Italy,SP.DYN.IMRT.IN,Europe,50843200,,,,,,,,40.9,,,,
220,1962,Italy,SP.DYN.TFRT.IN,Europe,50843200,,,2.46,,,,,,,,,
221,1962,Italy,SP.POP.TOTL,Europe,50843200,,,,,,,,,50879450.0,,,
222,1962,Jamaica,NY.GDP.PCAP.CD,Americas,1665128,,,,,463.890513421464,,,,,,,
223,1962,Jamaica,SP.DYN.IMRT.IN,Americas,1665128,,,,,,,,56.9,,,,
224,1962,Jamaica,SP.DYN.TFRT.IN,Americas,1665128,,,5.627,,,,,,,,,
225,1962,Jamaica,SP.POP.TOTL,Americas,1665128,,,,,,,,,1676500.0,,,
226,1962,Japan,NY.GDP.PCAP.CD,Asia,95831757,,,,,639.640785435342,,,,,,,
227,1962,Japan,SP.DYN.IMRT.IN,Asia,95831757,,,,,,,,25.4,,,,
228,1962,Japan,SP.DYN.TFRT.IN,Asia,95831757,,,2.01,,,,,,,,,
229,1962,Japan,SP.POP.TOTL,Asia,95831757,,,,,,,,,94933000.0,,,
230,1962,Jordan,SP.DYN.IMRT.IN,Asia,933559,,,,,,,,96.2,,,,
231,1962,Jordan,SP.DYN.TFRT.IN,Asia,933559,,,7.904,,,,,,,,,
232,1962,Jordan,SP.POP.TOTL,Asia,933559,,,,,,,,,1010647.0,,,
233,1962,Kenya,NY.GDP.PCAP.CD,Africa,8678557,,,,,100.394495111031,,,,,,,
234,1962,Kenya,SP.DYN.IMRT.IN,Africa,8678557,,,,,,,,109.4,,,,
235,1962,Kenya,SP.DYN.TFRT.IN,Africa,8678557,,,8.042,,,,,,,,,
236,1962,Kenya,SP.POP.TOTL,Africa,8678557,,,,,,,,,8647002.0,,,
237,1962,"Korea, Rep.",NY.GDP.PCAP.CD,Asia,10917494,,,,,106.148505720006,,,,,,,
238,1962,"Korea, Rep.",NY.GDP.PCAP.CD,Asia,26420307,,,,,106.148505720006,,,,,,,
239,1962,"Korea, Rep.",SP.DYN.IMRT.IN,Asia,10917494,,,,,,,,72.9,,,,
240,1962,"Korea, Rep.",SP.DYN.IMRT.IN,Asia,26420307,,,,,,,,72.9,,,,
241,1962,"Korea, Rep.",SP.DYN.TFRT.IN,Asia,10917494,,,5.738,,,,,,,,,
242,1962,"Korea, Rep.",SP.DYN.TFRT.IN,Asia,26420307,,,5.738,,,,,,,,,
243,1962,"Korea, Rep.",SP.POP.TOTL,Asia,10917494,,,,,,,,,26513030.0,,,
244,1962,"Korea, Rep.",SP.POP.TOTL,Asia,26420307,,,,,,,,,26513030.0,,,
245,1962,Kuwait,SP.DYN.IMRT.IN,Asia,358266,,,,,,,,85.8,,,,
246,1962,Kuwait,SP.DYN.TFRT.IN,Asia,358266,,,7.309,,,,,,,,,
247,1962,Kuwait,SP.POP.TOTL,Asia,358266,,,,,,,,,337346.0,,,
248,1962,Lebanon,SP.DYN.IMRT.IN,Asia,1886848,,,,,,,,54.1,,,,
249,1962,Lebanon,SP.DYN.TFRT.IN,Asia,1886848,,,5.694,,,,,,,,,
250,1962,Lebanon,SP.POP.TOTL,Asia,1886848,,,,,,,,,1925295.0,,,
251,1962,Lesotho,NY.GDP.PCAP.CD,Africa,893143,,,,,48.1620315633801,,,,,,,
252,1962,Lesotho,SP.DYN.IMRT.IN,Africa,893143,,,,,,,,139.6,,,,
253,1962,Lesotho,SP.DYN.TFRT.IN,Africa,893143,,,5.82,,,,,,,,,
254,1962,Lesotho,SP.POP.TOTL,Africa,893143,,,,,,,,,869132.0,,,
255,1962,Liberia,SP.DYN.IMRT.IN,Africa,1112796,,,,,,,,209.3,,,,
256,1962,Liberia,SP.DYN.TFRT.IN,Africa,1112796,,,6.453,,,,,,,,,
257,1962,Liberia,SP.POP.TOTL,Africa,1112796,,,,,,,,,1166651.0,,,
258,1962,Libya,SP.DYN.IMRT.IN,Africa,1441863,,,,,,,,146.3,,,,
259,1962,Libya,SP.DYN.TFRT.IN,Africa,1441863,,,7.31,,,,,,,,,
260,1962,Libya,SP.POP.TOTL,Africa,1441863,,,,,,,,,1550815.0,,,
261,1962,Madagascar,NY.GDP.PCAP.CD,Africa,5703324,,,,,138.120003964326,,,,,,,
262,1962,Madagascar,SP.DYN.TFRT.IN,Africa,5703324,,,7.303,,,,,,,,,
263,1962,Madagascar,SP.POP.TOTL,Africa,5703324,,,,,,,,,5352497.0,,,
264,1962,Malawi,NY.GDP.PCAP.CD,Africa,3628608,,,,,47.6983839148743,,,,,,,
265,1962,Malawi,SP.DYN.TFRT.IN,Africa,3628608,,,6.991,,,,,,,,,
266,1962,Malawi,SP.POP.TOTL,Africa,3628608,,,,,,,,,3839047.0,,,
267,1962,Malaysia,NY.GDP.PCAP.CD,Asia,8906385,,,,,230.260593749195,,,,,,,
268,1962,Malaysia,SP.DYN.IMRT.IN,Asia,8906385,,,,,,,,60.5,,,,
269,1962,Malaysia,SP.DYN.TFRT.IN,Asia,8906385,,,6.353,,,,,,,,,
270,1962,Malaysia,SP.POP.TOTL,Asia,8906385,,,,,,,,,8692337.0,,,
271,1962,Mali,SP.DYN.TFRT.IN,Africa,4690372,,,6.994,,,,,,,,,
272,1962,Mali,SP.POP.TOTL,Africa,4690372,,,,,,,,,5381367.0,,,
273,1962,Mauritania,NY.GDP.PCAP.CD,Africa,1146757,,,,,182.181892707817,,,,,,,
274,1962,Mauritania,SP.DYN.IMRT.IN,Africa,1146757,,,,,,,,124.9,,,,
275,1962,Mauritania,SP.DYN.TFRT.IN,Africa,1146757,,,6.794,,,,,,,,,
276,1962,Mauritania,SP.POP.TOTL,Africa,1146757,,,,,,,,,901690.0,,,
277,1962,Mauritius,SP.DYN.IMRT.IN,Africa,701016,,,,,,,,63.8,,,,
278,1962,Mauritius,SP.DYN.TFRT.IN,Africa,701016,,,6.124,,,,,,,,,
279,1962,Mauritius,SP.POP.TOTL,Africa,701016,,,,,,,,,700349.0,,,
280,1962,Mexico,NY.GDP.PCAP.CD,Americas,41121485,,,,,378.153495389687,,,,,,,
